File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
608020,08/03/2006,2006,8,900 BLOCK,S Cottage Grove Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 S Cottage Grove Av
Urbana, IL
(40.105633662, -88.195583872)"
1605078,05/17/2016,2016,5,1900 BLOCK,E Galena St,05/17/2016,Weeds/Grass,Owner Abated,05/25/2016,Not Available,false,0,"1900 E Galena St
Urbana, IL
(40.081397412, -88.183472716)"
22-000744,04/08/2022,2022,4,700 Block,West Oregon Street,04/08/2022,Municipal Waste,Voluntarily Complied,04/18/2022,Phone,false,0,"700 West Oregon Street
Urbana, IL
(40.107629988, -88.216224009)"
1507010,07/09/2015,2015,7,200 BLOCK,W High St,07/09/2015,Weeds/Grass,Owner Abated,07/17/2015,Not Available,false,0,"200 W High St
Urbana, IL
(40.109986214, -88.208966293)"
1105010,05/04/2011,2011,5,1700 BLOCK,Fairlawn Dr,05/05/2011,Weeds/Grass,Owner Abated,05/13/2011,Not Available,false,0,"1700 Fairlawn Dr
Urbana, IL
(40.100133386, -88.187284174)"
505119,05/24/2005,2005,5,700 BLOCK,W Oregon St,,Weeds/Grass,City Abated,,Not Available,false,0,"700 W Oregon St
Urbana, IL
(40.107629988, -88.216224009)"
907044,07/23/2009,2009,7,2400 BLOCK,Boudreau Dr,07/24/2009,Weeds/Grass,Owner Abated,08/01/2009,Not Available,false,0,"2400 Boudreau Dr
Urbana, IL
(40.086069259, -88.206191386)"
22-002510,08/05/2022,2022,8,400 Block,East Illinois Street,08/05/2022,Municipal Waste,Voluntarily Complied,08/15/2022,Phone,false,0,"400 East Illinois Street
Urbana, IL
(40.109378609, -88.203606846)"
24-000003,01/02/2024,2024,1,1000 Block,East Florida Avenue,,Zoning,Voluntarily Complied,01/17/2024,Internet,false,0,"1000 East Florida Avenue
Urbana, IL
(40.098432347, -88.196699437)"
1005033,05/10/2010,2010,5,1900 BLOCK,S Philo Rd,05/11/2010,Weeds/Grass,Owner Abated,05/19/2010,Not Available,false,0,"1900 S Philo Rd
Urbana, IL
(40.094227996, -88.19012796)"
1409013,09/03/2014,2014,9,1300 BLOCK,E Silver St,09/03/2014,Municipal Waste,Owner Abated,09/11/2014,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
911011,11/17/2009,2009,11,1300 BLOCK,E Laurel Dr,11/17/2009,Municipal Waste,Owner Abated,11/25/2009,Not Available,false,0,"1300 E Laurel Dr
Urbana, IL
(40.101485639, -88.192734229)"
21-002970,12/29/2021,2021,12,2300 Block,"East ""Lantern Hill"" Drive",12/29/2021,Municipal Waste,Voluntarily Complied,01/18/2022,Phone,false,0,"2300 East Lantern Hill Drive
Urbana, IL
(40.104808173, -88.178062718)"
21-000978,05/13/2021,2021,5,900 Block,East Delaware Avenue,05/13/2021,Weeds/Grass,Voluntarily Complied,05/21/2021,Phone,false,0,"900 East Delaware Avenue
Urbana, IL
(40.099248251, -88.197806331)"
401003,01/05/2004,2004,1,1200 BLOCK,E Green St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1200 E Green St
Urbana, IL
(40.111007983, -88.194415955)"
23-003706,12/18/2023,2023,12,1300 Block,East Silver Street,12/18/2023,Municipal Waste,,,Phone,false,0,"1300 East Silver Street
Urbana, IL
(40.091547301, -88.192955131)"
810012,10/06/2008,2008,10,600 BLOCK,W Vermont St,10/07/2008,Weeds/Grass,Owner Abated,10/15/2008,Not Available,false,0,"600 W Vermont St
Urbana, IL
(40.099917068, -88.21443525)"
22-002221,07/11/2022,2022,7,400 Block,South Glover Avenue,07/11/2022,Weeds/Grass,Voluntarily Complied,10/04/2022,Phone,false,0,"400 South Glover Avenue
Urbana, IL
(40.110085006, -88.193119042)"
23-001347,05/16/2023,2023,5,1200 Block,East Delaware Avenue,05/16/2023,Weeds/Grass,Voluntarily Complied,05/24/2023,Phone,false,0,"1200 East Delaware Avenue
Urbana, IL
(40.099272245, -88.194494721)"
21-000943,05/11/2021,2021,5,600 Block,East Sunnycrest Court,05/11/2021,Weeds/Grass,Voluntarily Complied,05/19/2021,Phone,false,0,"600 East Sunnycrest Court
Urbana, IL
(40.097472204, -88.200788341)"
23-002954,10/03/2023,2023,10,100 Block,South McCullough Street,10/03/2023,Municipal Waste,Voluntarily Complied,10/11/2023,Phone,false,0,"100 South McCullough Street
Urbana, IL
(40.112293609, -88.213123912)"
1412009,12/11/2014,2014,12,800 BLOCK,W Oregon St,12/11/2014,Municipal Waste,Owner Abated,12/19/2014,Not Available,false,0,"800 W Oregon St
Urbana, IL
(40.107485366, -88.217757378)"
812003,12/03/2008,2008,12,1000 BLOCK,S Country Squire Dr,12/04/2008,Weeds/Grass,Owner Abated,12/04/2008,Not Available,false,0,"1000 S Country Squire Dr
Urbana, IL
(40.104751896, -88.185529956)"
406053,06/23/2004,2004,6,2200 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,false,0,"2200 S Philo Rd
Urbana, IL
(40.08822999, -88.189936014)"
404039,04/28/2004,2004,4,1100 BLOCK,W Hill St,,Municipal Waste,Owner Abated,,Not Available,false,0,"1100 W Hill St
Urbana, IL
(40.119256963, -88.221825376)"
801014,01/30/2008,2008,1,300 BLOCK,S Lynn St,01/31/2008,Weeds/Grass,Owner Abated,02/08/2008,Not Available,false,0,"300 S Lynn St
Urbana, IL
(40.110854285, -88.197733041)"
409074,09/27/2004,2004,9,300 BLOCK,S Cottage Grove,,Municipal Waste,City Abated,,Not Available,false,0,"300 S Cottage Grove
Urbana, IL
(40.110893859, -88.195673666)"
305103,05/22/2003,2003,5,900 BLOCK,N Linview,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 N Linview
Urbana, IL
(40.120137302, -88.218065102)"
19-001442,07/15/2019,2019,7,1800 Block,South Larch Place,07/15/2019,Weeds/Grass,Unfounded,07/15/2019,Phone,false,0,"1800 South Larch Place
Urbana, IL
(40.096732924, -88.197014795)"
1408002,08/04/2014,2014,8,700 BLOCK,W Stoughton St,08/04/2014,Weeds/Grass,Owner Abated,08/12/2014,Not Available,false,0,"700 W Stoughton St
Urbana, IL
(40.113226834, -88.216059848)"
22-001150,05/11/2022,2022,5,800 Block,West Florida Avenue,05/11/2022,Weeds/Grass,Voluntarily Complied,05/19/2022,Phone,false,0,"800 West Florida Avenue
Urbana, IL
(40.098254895, -88.217637929)"
1702016,02/23/2017,2017,2,1300 BLOCK,E Silver St,02/23/2017,Municipal Waste,Owner Abated,03/03/2017,Not Available,false,0,"1300 E Silver St
Urbana, IL
(40.091547301, -88.192955131)"
1305152,05/28/2013,2013,5,300 BLOCK,E Kerr Av,05/28/2013,Weeds/Grass,City Abated,06/05/2013,Not Available,false,0,"300 E Kerr Av
Urbana, IL
(40.122038136, -88.205226124)"
21-002349,10/04/2021,2021,10,2300 Block,East Rainbow View,10/04/2021,Weeds/Grass,Voluntarily Complied,05/10/2022,Phone,false,0,"2300 East Rainbow View
Urbana, IL
(40.104067308, -88.177246815)"
309070,09/25/2003,2003,9,800 BLOCK,W Church St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 W Church St
Urbana, IL
(40.118376383, -88.217046118)"
23-000788,04/06/2023,2023,4,1500 Block,South Rutledge Drive,04/06/2023,Municipal Waste,Voluntarily Complied,04/14/2023,Phone,false,0,"1500 South Rutledge Drive
Urbana, IL
(40.100958801, -88.183647868)"
1105078,05/18/2011,2011,5,600 BLOCK,S Johnson Av,05/19/2011,Weeds/Grass,Owner Abated,05/27/2011,Not Available,false,0,"600 S Johnson Av
Urbana, IL
(40.108492155, -88.196715774)"
1309008,09/05/2013,2013,9,400 BLOCK,E Iowa St,09/05/2013,Weeds/Grass,Owner Abated,09/13/2013,Not Available,false,0,"400 E Iowa St
Urbana, IL
(40.104798116, -88.203348202)"
23-001398,05/18/2023,2023,5,1000 Block,North Mathews Avenue,,,Referred to other department,05/18/2023,Internet,true,0,"1000 North Mathews Avenue
Urbana, IL
(40.121298248, -88.225656321)"
22-000064,01/18/2022,2022,1,2400 Block,East Main Street,,Municipal Waste,Unfounded,01/18/2022,Email,false,0,"2400 East Main Street
Urbana, IL
(40.113029766, -88.175746423)"
1005079,05/18/2010,2010,5,800 BLOCK,S Lincoln Av,05/19/2010,Weeds/Grass,City Abated,05/27/2010,Not Available,false,0,"800 S Lincoln Av
Urbana, IL
(40.10641362, -88.219173892)"
505135,05/26/2005,2005,5,900 BLOCK,N Linview Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 N Linview Dr
Urbana, IL
(40.120137302, -88.218065102)"
704026,04/23/2007,2007,4,1000 BLOCK,S Lanore Dr,04/24/2007,Municipal Waste,Owner Abated,05/02/2007,Not Available,false,0,"1000 S Lanore Dr
Urbana, IL
(40.104747416, -88.186539849)"
409068,09/27/2004,2004,9,800 BLOCK,Hawthorne,,Weeds/Grass,Owner Abated,,Not Available,false,0,"800 Hawthorne
Urbana, IL
(40.102449079, -88.198804548)"
305029,05/07/2003,2003,5,100 BLOCK,N Cottage Grove Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"100 N Cottage Grove Av
Urbana, IL
(40.113027311, -88.195585097)"
806037,06/12/2008,2008,6,2200 BLOCK,Country squire Dr,06/13/2008,Weeds/Grass,City Abated,06/21/2008,Not Available,false,0,"2200 Country squire Dr
Urbana, IL
(40.102825175, -88.178928937)"
23-002024,07/12/2023,2023,7,1300 Block,West Beech Street,07/12/2023,Municipal Waste,City Abated,12/11/2023,Phone,false,3240,"1300 West Beech Street
Urbana, IL
(40.122227288, -88.225824887)"
1107041,07/25/2011,2011,7,2100 BLOCK,Country Squire Dr,07/26/2011,Weeds/Grass,Owner Abated,08/03/2011,Not Available,false,0,"2100 Country Squire Dr
Urbana, IL
(40.102528353, -88.18133652)"
1006072,06/11/2010,2010,6,300 BLOCK,E Elm St,06/11/2010,Weeds/Grass,Owner Abated,06/19/2010,Not Available,false,0,"300 E Elm St
Urbana, IL
(40.111768477, -88.204916649)"
1402005,02/20/2014,2014,2,1200 BLOCK,N Brookstone Ct,02/20/2014,Municipal Waste,Owner Abated,02/28/2014,Not Available,false,0,"1200 N Brookstone Ct
Urbana, IL
(40.124279472, -88.228219535)"
22-001191,05/12/2022,2022,5,400 Block,East High Street,05/12/2022,Weeds/Grass,Voluntarily Complied,05/23/2022,Phone,false,0,"400 East High Street
Urbana, IL
(40.110055736, -88.203213484)"
511019,11/15/2005,2005,11,1300 BLOCK,W Beech St,,Municipal Waste,City Abated,,Not Available,false,0,"1300 W Beech St
Urbana, IL
(40.122227288, -88.225824887)"
508019,08/03/2005,2005,8,1100 BLOCK,S Austin Dr,,Weeds/Grass,City Abated,,Not Available,false,0,"1100 S Austin Dr
Urbana, IL
(40.10376461, -88.187452664)"
18-000704,07/02/2018,2018,7,300 Block,East Kerr Avenue,07/02/2018,Weeds/Grass,,10/11/2018,Phone,false,221,"300 East Kerr Avenue
Urbana, IL
(40.122038136, -88.205226124)"
709022,09/10/2007,2007,9,400 BLOCK,S Poplar St,09/11/2007,Weeds/Grass,Owner Abated,09/19/2007,Not Available,false,0,"400 S Poplar St
Urbana, IL
(40.110163, -88.194410038)"
23-002461,08/22/2023,2023,8,900 Block,East Pennsylvania Avenue,08/22/2023,Weeds/Grass,City Abated,12/18/2023,Phone,false,252.5,"900 East Pennsylvania Avenue
Urbana, IL
(40.100484197, -88.197154248)"
23-003454,11/16/2023,2023,11,600 Block,West Oregon Street,,,Referred to other department,11/17/2023,Internet,true,0,"600 West Oregon Street
Urbana, IL
(40.107683004, -88.214577971)"
306085,06/30/2003,2003,6,600 BLOCK,N Cunningham Av,,Municipal Waste,City Abated,,Not Available,false,0,"600 N Cunningham Av
Urbana, IL
(40.117812436, -88.20411114)"
810048,10/29/2008,2008,10,700 BLOCK,E Washington St,10/30/2008,Weeds/Grass,Owner Abated,11/07/2008,Not Available,false,0,"700 E Washington St
Urbana, IL
(40.105727302, -88.200145112)"
18-000529,05/17/2018,2018,5,700 Block,S Vine Street,05/17/2018,Weeds/Grass,Voluntarily Complied,05/25/2018,City Staff Reported,false,0,"700 S Vine Street
Urbana, IL
(40.107566966, -88.20485342)"
406068,06/29/2004,2004,6,1500 BLOCK,N Carver,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1500 N Carver
Urbana, IL
(40.126308104, -88.228496093)"
1205060,05/09/2012,2012,5,3000 BLOCK,Artesia Crossing,05/09/2012,Weeds/Grass,Owner Abated,05/17/2012,Not Available,false,0,"3000 Artesia Crossing
Urbana, IL
(40.115519518, -88.167391347)"
508069,08/16/2005,2005,8,500 BLOCK,W California Av,,Weeds/Grass,Owner Abated,,Not Available,false,0,"500 W California Av
Urbana, IL
(40.108405588, -88.213217045)"
19-001598,07/31/2019,2019,7,300 Block,East Florida Avenue,07/31/2019,Weeds/Grass,Voluntarily Complied,08/08/2019,Phone,false,0,"300 East Florida Avenue
Urbana, IL
(40.098387311, -88.20483513)"
1609034,09/19/2016,2016,9,2300 BLOCK,E Michigan Av,09/19/2016,Weeds/Grass,,09/27/2016,Not Available,false,0,"2300 E Michigan Av
Urbana, IL
(40.101884975, -88.177490817)"
1705094,05/30/2017,2017,5,2000 BLOCK,Cureton Dr,05/30/2017,Weeds/Grass,City Abated,06/07/2017,Not Available,false,0,"2000 Cureton Dr
Urbana, IL
(40.093763693, -88.200553826)"
808030,08/13/2008,2008,8,700 BLOCK,W Illinois St,08/14/2008,Municipal Waste,Owner Abated,08/22/2008,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
1408084,08/25/2014,2014,8,100 BLOCK,W Washington St,08/25/2014,Weeds/Grass,Owner Abated,09/02/2014,Not Available,false,0,"100 W Washington St
Urbana, IL
(40.105627306, -88.207324919)"
18-000517,05/16/2018,2018,5,100 Block,West Florida Avenue,05/16/2018,Weeds/Grass,,10/02/2018,City Staff Reported,false,240.5,"100 West Florida Avenue
Urbana, IL
(40.09836608, -88.207196441)"
805065,05/20/2008,2008,5,1300 BLOCK,E Main St,05/20/2008,Weeds/Grass,City Abated,05/28/2008,Not Available,false,0,"1300 E Main St
Urbana, IL
(40.113027311, -88.193345118)"
403012,03/09/2004,2004,3,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
512015,12/21/2005,2005,12,1200 BLOCK,E Pennsylvania Av,,Municipal Waste,City Abated,,Not Available,false,0,"1200 E Pennsylvania Av
Urbana, IL
(40.100073336, -88.194325234)"
1606054,06/15/2016,2016,6,1500 BLOCK,S Lincolnwood Dr,06/15/2016,Municipal Waste,Owner Abated,06/23/2016,Not Available,false,0,"1500 S Lincolnwood Dr
Urbana, IL
(40.100545499, -88.185485667)"
1708018,08/16/2017,2017,8,700 BLOCK,W Nevada St,08/16/2017,Municipal Waste,Owner Abated,08/24/2017,Not Available,false,0,"700 W Nevada St
Urbana, IL
(40.106576405, -88.216066063)"
1705055,05/16/2017,2017,5,1600 BLOCK,S Wiley Dr,05/16/2017,Weeds/Grass,Owner Abated,05/24/2017,Not Available,false,0,"1600 S Wiley Dr
Urbana, IL
(40.099133239, -88.197804367)"
905077,05/21/2009,2009,5,1500 BLOCK,N Goodwin Av,05/21/2009,Weeds/Grass,Owner Abated,05/29/2009,Not Available,false,0,"1500 N Goodwin Av
Urbana, IL
(40.126407716, -88.22417563)"
23-001844,06/24/2023,2023,6,700 Block,South Webber Street,,,Unfounded,06/26/2023,Internet,true,0,"700 South Webber Street
Urbana, IL
(40.107663144, -88.198994557)"
609021,09/13/2006,2006,9,300 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,false,0,"300 W Illinois St
Urbana, IL
(40.109370994, -88.210472012)"
19-000812,05/08/2019,2019,5,900 Block,East Main Street,05/08/2019,Weeds/Grass,Voluntarily Complied,05/16/2019,Phone,false,0,"900 East Main Street
Urbana, IL
(40.113035827, -88.197763204)"
19-001287,06/26/2019,2019,6,2200 Block,East Rainbow View,06/26/2019,Weeds/Grass,Voluntarily Complied,07/08/2019,Phone,false,0,"2200 East Rainbow View
Urbana, IL
(40.103555575, -88.17929298)"
19-000829,05/09/2019,2019,5,1200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,05/17/2019,Phone,false,0,"1200 North Busey Avenue
Urbana, IL
(40.122772643, -88.216912359)"
23-002835,09/21/2023,2023,9,1100 Block,South Austin Drive,09/21/2023,Municipal Waste,Voluntarily Complied,09/29/2023,Phone,false,0,"1100 South Austin Drive
Urbana, IL
(40.10376461, -88.187452664)"
901008,01/06/2009,2009,1,200 BLOCK,S Cottage Grove Av,01/07/2009,Municipal Waste,Owner Abated,01/15/2009,Not Available,false,0,"200 S Cottage Grove Av
Urbana, IL
(40.111950826, -88.195685003)"
23-001953,07/06/2023,2023,7,2200 Block,South Vawter Street,,,Unfounded,07/07/2023,Internet,true,0,"2200 South Vawter Street
Urbana, IL
(40.089843561, -88.191633966)"
1106028,06/07/2011,2011,6,800 BLOCK,E University Av,06/08/2011,Weeds/Grass,Owner Abated,06/16/2011,Not Available,false,0,"800 E University Av
Urbana, IL
(40.11638728, -88.198825118)"
23-001216,05/10/2023,2023,5,300 Block,South McCullough Street,05/10/2023,Weeds/Grass,City Abated,08/30/2023,Phone,false,252.5,"300 South McCullough Street
Urbana, IL
(40.110623598, -88.213083932)"
607054,07/25/2006,2006,7,1300 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1300 S Cottage Grove
Urbana, IL
(40.101742683, -88.19549649)"
18-036461,12/03/2018,2018,12,900 Block,East California Avenue,12/03/2018,Municipal Waste,Voluntarily Complied,12/06/2018,Phone,false,0,"900 East California Avenue
Urbana, IL
(40.108607282, -88.197835056)"
1704029,04/26/2017,2017,4,1600 BLOCK,Hillcrest Dr,04/26/2017,Weeds/Grass,Owner Abated,05/04/2017,Not Available,false,0,"1600 Hillcrest Dr
Urbana, IL
(40.099423979, -88.203357034)"
17-000335,11/08/2017,2017,11,2300 Block,N Vance Road,11/08/2017,,Voluntarily Complied,10/31/2018,Phone,false,0,"2300 N Vance Road
Urbana, IL
(40.135794095, -88.193861057)"
1407055,07/30/2014,2014,7,1200 BLOCK,W Eads St,07/30/2014,Weeds/Grass,City Abated,07/30/2014,Not Available,false,0,"1200 W Eads St
Urbana, IL
(40.123186835, -88.224245514)"
23-001312,05/15/2023,2023,5,1300 Block,South Abercorn Street,05/15/2023,Weeds/Grass,Voluntarily Complied,05/23/2023,Phone,false,0,"1300 South Abercorn Street
Urbana, IL
(40.102780626, -88.172613187)"
710037,10/10/2007,2007,10,500 BLOCK,W Green St,10/11/2007,Municipal Waste,Owner Abated,10/19/2007,Not Available,false,0,"500 W Green St
Urbana, IL
(40.110736204, -88.213236316)"
19-001702,08/13/2019,2019,8,500 Block,South Glover Avenue,08/13/2019,Weeds/Grass,Voluntarily Complied,08/22/2019,Phone,false,0,"500 South Glover Avenue
Urbana, IL
(40.109305992, -88.192508001)"
1009042,09/28/2010,2010,9,400 BLOCK,W Elm St,09/28/2010,Municipal Waste,Owner Abated,10/06/2010,Not Available,false,0,"400 W Elm St
Urbana, IL
(40.111606751, -88.211865599)"
1511010,11/17/2015,2015,11,200 BLOCK,S Lynn St,11/17/2015,Municipal Waste,Owner Abated,11/25/2015,Not Available,false,0,"200 S Lynn St
Urbana, IL
(40.11193543, -88.197756233)"
1108059,08/25/2011,2011,8,200 BLOCK,E Mumford Dr,08/25/2011,Weeds/Grass,City Abated,09/02/2011,Not Available,false,0,"200 E Mumford Dr
Urbana, IL
(40.093813503, -88.206478592)"
1606073,06/29/2016,2016,6,1300 BLOCK,E Briarcliff Dr,06/29/2016,Weeds/Grass,Owner Abated,07/07/2016,Not Available,false,0,"1300 E Briarcliff Dr
Urbana, IL
(40.100570697, -88.193065821)"
20-000701,05/07/2020,2020,5,1300 Block,North Berkley Avenue,05/07/2020,Weeds/Grass,Voluntarily Complied,06/02/2020,Phone,false,0,"1300 North Berkley Avenue
Urbana, IL
(40.124858616, -88.206426857)"
504028,04/20/2005,2005,4,900 BLOCK,E Fairlawn Dr,,Weeds/Grass,Owner Abated,,Not Available,false,0,"900 E Fairlawn Dr
Urbana, IL
(40.103048812, -88.198174722)"
606014,06/06/2006,2006,6,1400 BLOCK,S Lincoln Ave,,Municipal Waste,Owner Abated,,Not Available,false,0,"1400 S Lincoln Ave
Urbana, IL
(40.100593799, -88.219053708)"
19-001005,05/28/2019,2019,5,200 Block,North Busey Avenue,,Weeds/Grass,Voluntarily Complied,06/05/2019,Phone,false,0,"200 North Busey Avenue
Urbana, IL
(40.113435512, -88.217612328)"
501006,01/07/2005,2005,1,600 BLOCK,W Iowa St,,Municipal Waste,Owner Abated,,Not Available,false,0,"600 W Iowa St
Urbana, IL
(40.104736849, -88.214475537)"
23-001757,06/15/2023,2023,6,100 Block,"South ""Cottage Grove"" Avenue",06/15/2023,Weeds/Grass,Voluntarily Complied,08/30/2023,Phone,false,0,"100 South Cottage Grove Avenue
Urbana, IL
(40.112913154, -88.195694506)"
1006150,06/29/2010,2010,6,1200 BLOCK,E Silver St,06/30/2010,Weeds/Grass,Owner Abated,07/08/2010,Not Available,false,0,"1200 E Silver St
Urbana, IL
(40.09154234, -88.19431802)"
1608011,08/03/2016,2016,8,1500 BLOCK,S Anderson St,08/03/2016,Weeds/Grass,Owner Abated,08/11/2016,Not Available,false,0,"1500 S Anderson St
Urbana, IL
(40.100162954, -88.20000096)"
909008,09/04/2009,2009,9,1200 BLOCK,E Main St,09/04/2009,Weeds/Grass,City Abated,09/12/2009,Not Available,false,0,"1200 E Main St
Urbana, IL
(40.113027311, -88.1944351)"
19-001095,06/04/2019,2019,6,1900 Block,South Vine Street,,,Referred to other department,06/05/2019,Internet,true,0,"1900 South Vine Street
Urbana, IL
(40.094623249, -88.204784378)"
1607005,07/06/2016,2016,7,2600 BLOCK,S Lynn St,07/06/2016,Weeds/Grass,Owner Abated,07/14/2016,Not Available,false,0,"2600 S Lynn St
Urbana, IL
(40.084216466, -88.19640052)"
1505116,05/28/2015,2015,5,300 BLOCK,N Lincoln Av,05/28/2015,Weeds/Grass,Owner Abated,06/05/2015,Not Available,false,0,"300 N Lincoln Av
Urbana, IL
(40.114567716, -88.219285674)"
21-002087,09/13/2021,2021,9,2200 Block,South Grange Circle,09/13/2021,Weeds/Grass,Voluntarily Complied,09/28/2021,City Staff Reported,false,0,"2200 South Grange Circle
Urbana, IL
(40.088702301, -88.208195669)"
1311009,11/25/2013,2013,11,1100 BLOCK,W Fairview Av,11/25/2013,Municipal Waste,Owner Abated,12/03/2013,Not Available,false,0,"1100 W Fairview Av
Urbana, IL
(40.120105858, -88.222076738)"
606019,06/08/2006,2006,6,700 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,false,0,"700 W Illinois St
Urbana, IL
(40.10930398, -88.216247982)"
405013,05/06/2004,2004,5,1000 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,false,0,"1000 S Cottage Grove
Urbana, IL
(40.104393053, -88.195556895)"
23-002513,08/28/2023,2023,8,700 Block,South Grove Street,08/28/2023,Weeds/Grass,City Abated,12/18/2023,Phone,false,177.5,"700 South Grove Street
Urbana, IL
(40.107643591, -88.201224004)"
1612009,12/29/2016,2016,12,1500 BLOCK,Lincolnwood Dr,12/29/2016,Municipal Waste,Owner Abated,01/06/2017,Not Available,false,0,"1500 Lincolnwood Dr
Urbana, IL
(40.100545499, -88.185485667)"
23-000977,04/24/2023,2023,4,700 Block,North Broadway Avenue,04/24/2023,Weeds/Grass,City Abated,07/10/2023,Phone,false,177.5,"700 North Broadway Avenue
Urbana, IL
(40.118919163, -88.2074976)"
1006093,06/17/2010,2010,6,900 BLOCK,S Anderson St,06/18/2010,Weeds/Grass,Owner Abated,06/26/2010,Not Available,false,0,"900 S Anderson St
Urbana, IL
(40.105613929, -88.200143553)"
